Date;Seconds     ;Temperature (C)                         ;Specific Conductivity (µS/cm)           ;Total Dissolved Solids (ppt)            
03.07.2016 01:45;1413900;22.613;852.52;0.554
03.07.2016 02:00;1414800;22.615;852.626;0.554
03.07.2016 02:15;1415700;22.562;853.833;0.555
03.07.2016 02:30;1416600;22.512;856.061;0.556
03.07.2016 02:45;1417500;22.505;844.938;0.549
03.07.2016 03:00;1418400;22.442;853.127;0.555
03.07.2016 03:15;1419300;22.42;848.336;0.551
03.07.2016 03:30;1420200;22.429;847.281;0.551
03.07.2016 03:45;1421100;22.423;854.679;0.556
03.07.2016 04:00;1422000;22.38;854.142;0.555
03.07.2016 04:15;1422900;22.354;853.944;0.555
03.07.2016 04:30;1423800;22.35;851.787;0.554
03.07.2016 04:45;1424700;22.342;851.745;0.554
03.07.2016 05:00;1425600;22.336;852.878;0.554
03.07.2016 05:15;1426500;22.32;851.452;0.553
03.07.2016 05:30;1427400;22.297;851.719;0.554
03.07.2016 05:45;1428300;22.293;851.686;0.554
03.07.2016 06:00;1429200;22.29;853.465;0.555
03.07.2016 06:15;1430100;22.262;849.472;0.552
03.07.2016 06:30;1431000;22.232;847.718;0.551
03.07.2016 06:45;1431900;22.246;848.356;0.551
03.07.2016 07:00;1432800;22.208;848.148;0.551
03.07.2016 07:15;1433700;22.213;849.93;0.552
03.07.2016 07:30;1434600;22.21;848.627;0.552
03.07.2016 07:45;1435500;22.212;850.249;0.553
03.07.2016 08:00;1436400;22.205;849.329;0.552
03.07.2016 08:15;1437300;22.217;849.3;0.552
03.07.2016 08:30;1438200;22.308;846.236;0.55
03.07.2016 08:45;1439100;22.354;846.541;0.55
03.07.2016 09:00;1440000;22.404;846.608;0.55
03.07.2016 09:15;1440900;22.364;847.412;0.551
03.07.2016 09:30;1441800;22.41;847.609;0.551
03.07.2016 09:45;1442700;22.417;848.732;0.552
03.07.2016 10:00;1443600;22.407;851.66;0.554
03.07.2016 10:15;1444500;22.349;848.388;0.551
03.07.2016 10:30;1445400;22.413;848.177;0.551
03.07.2016 10:45;1446300;22.431;847.394;0.551
03.07.2016 11:00;1447200;22.47;848.451;0.551
03.07.2016 11:15;1448100;22.475;848.487;0.552
03.07.2016 11:30;1449000;22.517;848.854;0.552
03.07.2016 11:45;1449900;22.559;849.372;0.552
03.07.2016 12:00;1450800;22.607;849.701;0.552
03.07.2016 12:15;1451700;22.62;851.255;0.553
03.07.2016 12:30;1452600;22.589;851.647;0.554
03.07.2016 12:45;1453500;22.561;854.259;0.555
03.07.2016 13:00;1454400;22.639;854.858;0.556
03.07.2016 13:15;1455300;22.587;854.947;0.556
03.07.2016 13:30;1456200;22.667;854.685;0.556
03.07.2016 13:45;1457100;22.735;852.377;0.554
03.07.2016 14:00;1458000;22.602;849.516;0.552
03.07.2016 14:15;1458900;22.66;848.904;0.552
03.07.2016 14:30;1459800;22.73;848.863;0.552
03.07.2016 14:45;1460700;22.727;847.046;0.551
03.07.2016 15:00;1461600;22.758;847.387;0.551
03.07.2016 15:15;1462500;22.815;846.455;0.55
03.07.2016 15:30;1463400;22.869;846.132;0.55
03.07.2016 15:45;1464300;22.835;846.268;0.55
03.07.2016 16:00;1465200;22.867;844.917;0.549
03.07.2016 16:15;1466100;22.897;844.863;0.549
03.07.2016 16:30;1467000;22.894;844.298;0.549
03.07.2016 16:45;1467900;22.909;844.687;0.549
03.07.2016 17:00;1468800;22.894;845.292;0.549
03.07.2016 17:15;1469700;22.889;845.699;0.55
03.07.2016 17:30;1470600;22.853;845.681;0.55
03.07.2016 17:45;1471500;22.825;845.471;0.55
03.07.2016 18:00;1472400;22.816;845.226;0.549
03.07.2016 18:15;1473300;22.84;843.63;0.548
03.07.2016 18:30;1474200;22.874;841.866;0.547
03.07.2016 18:45;1475100;22.866;841.474;0.547
03.07.2016 19:00;1476000;22.854;841.564;0.547
03.07.2016 19:15;1476900;22.841;841.413;0.547
03.07.2016 19:30;1477800;22.807;840.637;0.546
03.07.2016 19:45;1478700;22.802;839.977;0.546
03.07.2016 20:00;1479600;22.758;839.724;0.546
03.07.2016 20:15;1480500;22.747;839.037;0.545
03.07.2016 20:30;1481400;22.722;838.757;0.545
03.07.2016 20:45;1482300;22.652;838.037;0.545
03.07.2016 21:00;1483200;22.645;839.061;0.545
03.07.2016 21:15;1484100;22.617;837.861;0.545
03.07.2016 21:30;1485000;22.607;838.54;0.545
03.07.2016 21:45;1485900;22.589;838.457;0.545
03.07.2016 22:00;1486800;22.572;837.972;0.545
03.07.2016 22:15;1487700;22.564;837.845;0.545
03.07.2016 22:30;1488600;22.572;837.044;0.544
03.07.2016 22:45;1489500;22.579;837.014;0.544
03.07.2016 23:00;1490400;22.545;836.899;0.544
03.07.2016 23:15;1491300;22.523;836.959;0.544
03.07.2016 23:30;1492200;22.512;837.002;0.544
03.07.2016 23:45;1493100;22.53;836.968;0.544
04.07.2016 00:00;1494000;22.52;836.807;0.544
04.07.2016 00:15;1494900;22.506;834.318;0.542
04.07.2016 00:30;1495800;22.48;826.461;0.537
04.07.2016 00:45;1496700;22.457;818.703;0.532
04.07.2016 01:00;1497600;22.437;828.081;0.538
04.07.2016 01:15;1498500;22.412;821.241;0.534
04.07.2016 01:30;1499400;22.388;810.718;0.527
04.07.2016 01:45;1500300;22.37;828.501;0.539
04.07.2016 02:00;1501200;22.377;830.765;0.54
04.07.2016 02:15;1502100;22.355;832.121;0.541
04.07.2016 02:30;1503000;22.336;820.41;0.533
04.07.2016 02:45;1503900;22.307;820.609;0.533
04.07.2016 03:00;1504800;22.308;823.503;0.535
04.07.2016 03:15;1505700;22.298;828.449;0.538
04.07.2016 03:30;1506600;22.278;829.889;0.539
04.07.2016 03:45;1507500;22.263;815.24;0.53
04.07.2016 04:00;1508400;22.253;841.702;0.547
04.07.2016 04:15;1509300;22.25;834.756;0.543
04.07.2016 04:30;1510200;22.205;821.842;0.534
04.07.2016 04:45;1511100;22.237;822.104;0.534
04.07.2016 05:00;1512000;22.235;834.692;0.543
04.07.2016 05:15;1512900;22.232;834.721;0.543
04.07.2016 05:30;1513800;22.183;826.961;0.538
04.07.2016 05:45;1514700;22.189;835.157;0.543
04.07.2016 06:00;1515600;22.162;826.179;0.537
04.07.2016 06:15;1516500;22.133;831.424;0.54
04.07.2016 06:30;1517400;22.122;825.484;0.537
04.07.2016 06:45;1518300;22.118;834.831;0.543
04.07.2016 07:00;1519200;22.105;842.737;0.548
04.07.2016 07:15;1520100;22.099;883.037;0.574
04.07.2016 07:30;1521000;22.096;837.093;0.544
04.07.2016 07:45;1521900;22.103;837.663;0.544
04.07.2016 08:00;1522800;22.083;823.743;0.535
04.07.2016 08:15;1523700;22.15;815.406;0.53
04.07.2016 08:30;1524600;22.175;820.973;0.534
04.07.2016 08:45;1525500;22.183;810.463;0.527
04.07.2016 09:00;1526400;22.187;827.825;0.538
04.07.2016 09:15;1527300;22.288;824.028;0.536
04.07.2016 09:30;1528200;22.319;819.716;0.533
04.07.2016 09:45;1529100;22.338;814.243;0.529
04.07.2016 10:00;1530000;22.376;835.37;0.543
04.07.2016 10:15;1530900;22.408;833.901;0.542
04.07.2016 10:30;1531800;22.407;833.14;0.542
04.07.2016 10:45;1532700;22.375;833.915;0.542
04.07.2016 11:00;1533600;22.469;832.255;0.541
04.07.2016 11:15;1534500;22.453;831.929;0.541
07.07.2016 16:30;1816200;20.84;822.745;0.535
07.07.2016 16:45;1817100;20.827;823.89;0.536
07.07.2016 17:00;1818000;20.794;825.081;0.536
07.07.2016 17:15;1818900;20.795;823.327;0.535
07.07.2016 17:30;1819800;20.778;823.633;0.535
07.07.2016 17:45;1820700;20.762;823.433;0.535
07.07.2016 18:00;1821600;20.753;823.825;0.535
07.07.2016 18:15;1822500;20.666;822.824;0.535
07.07.2016 18:30;1823400;20.627;820.293;0.533
07.07.2016 18:45;1824300;20.62;821.382;0.534
07.07.2016 19:00;1825200;20.617;820.513;0.533
07.07.2016 19:15;1826100;20.604;822.087;0.534
07.07.2016 19:30;1827000;20.597;823.499;0.535
07.07.2016 19:45;1827900;20.548;822.284;0.534
07.07.2016 20:00;1828800;20.532;821.055;0.534
07.07.2016 20:15;1829700;20.519;819.628;0.533
07.07.2016 20:30;1830600;20.487;819.053;0.532
07.07.2016 20:45;1831500;20.466;821.063;0.534
07.07.2016 21:00;1832400;20.458;820.826;0.534
07.07.2016 21:15;1833300;20.447;822.119;0.534
07.07.2016 21:30;1834200;20.427;820.961;0.534
07.07.2016 21:45;1835100;20.423;820.752;0.533
07.07.2016 22:00;1836000;20.403;817.806;0.532
07.07.2016 22:15;1836900;20.399;811.514;0.527
07.07.2016 22:30;1837800;20.402;815.219;0.53
07.07.2016 22:45;1838700;20.416;801.122;0.521
07.07.2016 23:00;1839600;20.387;814.052;0.529
07.07.2016 23:15;1840500;20.39;808.352;0.525
07.07.2016 23:30;1841400;20.378;810.375;0.527
07.07.2016 23:45;1842300;20.381;798.596;0.519
08.07.2016 00:00;1843200;20.365;802.923;0.522
08.07.2016 00:15;1844100;20.342;802.345;0.522
08.07.2016 00:30;1845000;20.349;807.276;0.525
08.07.2016 00:45;1845900;20.361;821.442;0.534
08.07.2016 01:00;1846800;20.359;807.558;0.525
08.07.2016 01:15;1847700;20.348;820.058;0.533
08.07.2016 01:30;1848600;20.343;818.33;0.532
08.07.2016 01:45;1849500;20.336;813.638;0.529
08.07.2016 02:00;1850400;20.32;809.246;0.526
08.07.2016 02:15;1851300;20.318;816.397;0.531
08.07.2016 02:30;1852200;20.325;807.498;0.525
08.07.2016 02:45;1853100;20.316;822.114;0.534
08.07.2016 03:00;1854000;20.302;821.425;0.534
08.07.2016 03:15;1854900;20.302;821.468;0.534
08.07.2016 03:30;1855800;20.285;821.393;0.534
08.07.2016 03:45;1856700;20.282;821.294;0.534
08.07.2016 04:00;1857600;20.275;820.307;0.533
08.07.2016 04:15;1858500;20.27;820.276;0.533
08.07.2016 04:30;1859400;20.26;820.125;0.533
08.07.2016 04:45;1860300;20.252;820.359;0.533
08.07.2016 05:00;1861200;20.243;820.551;0.533
08.07.2016 05:15;1862100;20.241;820.241;0.533
08.07.2016 05:30;1863000;20.226;820.374;0.533
08.07.2016 05:45;1863900;20.235;820.265;0.533
08.07.2016 06:00;1864800;20.222;820.226;0.533
08.07.2016 06:15;1865700;20.235;821.169;0.534
08.07.2016 06:30;1866600;20.22;821.711;0.534
08.07.2016 06:45;1867500;20.227;821.76;0.534
08.07.2016 07:00;1868400;20.22;822.027;0.534
08.07.2016 07:15;1869300;20.22;822.697;0.535
08.07.2016 07:30;1870200;20.22;823.507;0.535
08.07.2016 07:45;1871100;20.235;820.455;0.533
08.07.2016 08:00;1872000;20.247;822.908;0.535
08.07.2016 08:15;1872900;20.252;824.199;0.536
08.07.2016 08:30;1873800;20.263;825.426;0.537
08.07.2016 08:45;1874700;20.272;825.897;0.537
08.07.2016 09:00;1875600;20.29;826.474;0.537
08.07.2016 09:15;1876500;20.364;825.951;0.537
08.07.2016 09:30;1877400;20.439;823.97;0.536
08.07.2016 09:45;1878300;20.413;823.312;0.535
08.07.2016 10:00;1879200;20.427;826.21;0.537
08.07.2016 10:15;1880100;20.488;826.413;0.537
08.07.2016 10:30;1881000;20.582;825.445;0.537
08.07.2016 10:45;1881900;20.538;824.09;0.536
08.07.2016 11:00;1882800;20.554;823.576;0.535
08.07.2016 11:15;1883700;20.562;824.028;0.536
08.07.2016 11:30;1884600;20.56;823.584;0.535
08.07.2016 11:45;1885500;20.62;824.019;0.536
08.07.2016 12:00;1886400;20.655;821.988;0.534
08.07.2016 12:15;1887300;20.666;822.986;0.535
08.07.2016 12:30;1888200;20.667;823.79;0.535
08.07.2016 12:45;1889100;20.662;823.724;0.535
08.07.2016 13:00;1890000;20.671;822.116;0.534
08.07.2016 13:15;1890900;20.659;822.199;0.534
08.07.2016 13:30;1891800;20.676;822.516;0.535
08.07.2016 13:45;1892700;20.698;824.029;0.536
08.07.2016 14:00;1893600;20.707;822.652;0.535
08.07.2016 14:15;1894500;20.714;821.822;0.534
08.07.2016 14:30;1895400;20.721;821.097;0.534
08.07.2016 14:45;1896300;20.707;822.982;0.535
08.07.2016 15:00;1897200;20.71;822.403;0.535
08.07.2016 15:15;1898100;20.702;822.246;0.534
08.07.2016 15:30;1899000;20.697;822.081;0.534
08.07.2016 15:45;1899900;20.699;819.122;0.532
08.07.2016 16:00;1900800;20.695;819.287;0.533
08.07.2016 16:15;1901700;20.697;819.969;0.533
08.07.2016 16:30;1902600;20.685;819.836;0.533
08.07.2016 16:45;1903500;20.677;820.973;0.534
08.07.2016 17:00;1904400;20.658;822.183;0.534
08.07.2016 17:15;1905300;20.659;822.466;0.535
08.07.2016 17:30;1906200;20.674;822.246;0.534
08.07.2016 17:45;1907100;20.675;822.27;0.534
08.07.2016 18:00;1908000;20.661;822.787;0.535
08.07.2016 18:15;1908900;20.654;823.419;0.535
08.07.2016 18:30;1909800;20.641;822.231;0.534
08.07.2016 18:45;1910700;20.627;821.523;0.534
08.07.2016 19:00;1911600;20.621;822.631;0.535
08.07.2016 19:15;1912500;20.617;823.441;0.535
08.07.2016 19:30;1913400;20.614;823.214;0.535
08.07.2016 19:45;1914300;20.623;822.297;0.534
08.07.2016 20:00;1915200;20.609;822.376;0.535
08.07.2016 20:15;1916100;20.601;822.367;0.535
08.07.2016 20:30;1917000;20.596;822.868;0.535
08.07.2016 20:45;1917900;20.583;824.788;0.536
08.07.2016 21:00;1918800;20.581;826.181;0.537
08.07.2016 21:15;1919700;20.568;824.539;0.536
08.07.2016 21:30;1920600;20.569;823.962;0.536
08.07.2016 21:45;1921500;20.56;808.885;0.526
08.07.2016 22:00;1922400;20.55;813.558;0.529
08.07.2016 22:15;1923300;20.52;822.341;0.535
08.07.2016 22:30;1924200;20.519;822.49;0.535
08.07.2016 22:45;1925100;20.515;823;0.535
08.07.2016 23:00;1926000;20.515;825.26;0.536
08.07.2016 23:15;1926900;20.513;826.852;0.537
08.07.2016 23:30;1927800;20.472;828.303;0.538
08.07.2016 23:45;1928700;20.488;829.905;0.539
09.07.2016 00:00;1929600;20.473;830.742;0.54
09.07.2016 00:15;1930500;20.45;826.421;0.537
09.07.2016 00:30;1931400;20.448;824.96;0.536
09.07.2016 00:45;1932300;20.45;824.784;0.536
09.07.2016 01:00;1933200;20.437;824.007;0.536
09.07.2016 01:15;1934100;20.44;823.472;0.535
09.07.2016 01:30;1935000;20.435;823.32;0.535
09.07.2016 01:45;1935900;20.427;823.328;0.535
09.07.2016 02:00;1936800;20.428;823.258;0.535
09.07.2016 02:15;1937700;20.41;823.01;0.535
09.07.2016 02:30;1938600;20.402;823.497;0.535
09.07.2016 02:45;1939500;20.398;824.305;0.536
09.07.2016 03:00;1940400;20.386;825.201;0.536
09.07.2016 03:15;1941300;20.364;824.784;0.536
09.07.2016 03:30;1942200;20.362;824.592;0.536
09.07.2016 03:45;1943100;20.377;824.023;0.536
09.07.2016 04:00;1944000;20.342;824.573;0.536
09.07.2016 04:15;1944900;20.343;824.207;0.536
09.07.2016 04:30;1945800;20.344;823.207;0.535
09.07.2016 04:45;1946700;20.329;822.984;0.535
09.07.2016 05:00;1947600;20.329;822.694;0.535
09.07.2016 05:15;1948500;20.329;822.964;0.535
09.07.2016 05:30;1949400;20.3;823.216;0.535
09.07.2016 05:45;1950300;20.306;823.632;0.535
09.07.2016 06:00;1951200;20.318;823.449;0.535
09.07.2016 06:15;1952100;20.295;823.808;0.535
09.07.2016 06:30;1953000;20.325;826.279;0.537
09.07.2016 06:45;1953900;20.304;825.687;0.537
09.07.2016 07:00;1954800;20.304;826.089;0.537
09.07.2016 07:15;1955700;20.295;825.515;0.537
09.07.2016 07:30;1956600;20.308;825.2;0.536
09.07.2016 07:45;1957500;20.317;825.527;0.537
09.07.2016 08:00;1958400;20.301;825.264;0.536
09.07.2016 08:15;1959300;20.318;827.775;0.538
09.07.2016 08:30;1960200;20.326;827.892;0.538
09.07.2016 08:45;1961100;20.322;828.976;0.539
09.07.2016 09:00;1962000;20.306;829.634;0.539
09.07.2016 09:15;1962900;20.313;828.42;0.538
09.07.2016 09:30;1963800;20.314;819.001;0.532
09.07.2016 09:45;1964700;20.308;813.983;0.529
09.07.2016 10:00;1965600;20.308;809.144;0.526
09.07.2016 10:15;1966500;20.318;816.324;0.531
09.07.2016 10:30;1967400;20.361;816.608;0.531
09.07.2016 10:45;1968300;20.337;811.385;0.527
09.07.2016 11:00;1969200;20.354;810.118;0.527
09.07.2016 11:15;1970100;20.339;811.102;0.527
09.07.2016 11:30;1971000;20.344;825.439;0.537
09.07.2016 11:45;1971900;20.346;824.981;0.536
09.07.2016 12:00;1972800;20.34;824.055;0.536
09.07.2016 12:15;1973700;20.349;823.698;0.535
09.07.2016 12:30;1974600;20.355;823.91;0.536
09.07.2016 12:45;1975500;20.359;824.958;0.536
09.07.2016 13:00;1976400;20.386;825.582;0.537
09.07.2016 13:15;1977300;20.381;826.753;0.537
09.07.2016 13:30;1978200;20.4;828.205;0.538
09.07.2016 13:45;1979100;20.381;826.181;0.537
09.07.2016 14:00;1980000;20.412;825.687;0.537
09.07.2016 14:15;1980900;20.44;825.726;0.537
09.07.2016 14:30;1981800;20.449;825.735;0.537
09.07.2016 14:45;1982700;20.424;825.891;0.537
09.07.2016 15:00;1983600;20.422;826.804;0.537
09.07.2016 15:15;1984500;20.424;826.881;0.537
09.07.2016 15:30;1985400;20.443;825.947;0.537
09.07.2016 15:45;1986300;20.452;825.98;0.537
09.07.2016 16:00;1987200;20.481;826.277;0.537
09.07.2016 16:15;1988100;20.457;827.819;0.538
09.07.2016 16:30;1989000;20.461;827.974;0.538
09.07.2016 16:45;1989900;20.499;823.697;0.535
09.07.2016 17:00;1990800;20.495;822.867;0.535
09.07.2016 17:15;1991700;20.482;824.849;0.536
09.07.2016 17:30;1992600;20.474;826.407;0.537
09.07.2016 17:45;1993500;20.467;826.679;0.537
09.07.2016 18:00;1994400;20.474;826.291;0.537
09.07.2016 18:15;1995300;20.482;826.232;0.537
09.07.2016 18:30;1996200;20.463;826.09;0.537
09.07.2016 18:45;1997100;20.461;826.658;0.537
09.07.2016 19:00;1998000;20.465;824.412;0.536
09.07.2016 19:15;1998900;20.454;824.378;0.536
09.07.2016 19:30;1999800;20.441;824.204;0.536
09.07.2016 19:45;2000700;20.421;826.215;0.537
09.07.2016 20:00;2001600;20.416;828.264;0.538
09.07.2016 20:15;2002500;20.402;829.782;0.539
09.07.2016 20:30;2003400;20.395;829.82;0.539
09.07.2016 20:45;2004300;20.408;826.457;0.537
09.07.2016 21:00;2005200;20.416;824.884;0.536
09.07.2016 21:15;2006100;20.42;824.87;0.536
09.07.2016 21:30;2007000;20.406;819.85;0.533
09.07.2016 21:45;2007900;20.396;822.112;0.534
09.07.2016 22:00;2008800;20.393;820.953;0.534
09.07.2016 22:15;2009700;20.379;824.637;0.536
09.07.2016 22:30;2010600;20.37;826.005;0.537
09.07.2016 22:45;2011500;20.355;829.7;0.539
09.07.2016 23:00;2012400;20.352;829.368;0.539
09.07.2016 23:15;2013300;20.35;829.191;0.539
09.07.2016 23:30;2014200;20.352;829.36;0.539
09.07.2016 23:45;2015100;20.356;829.362;0.539
10.07.2016 00:00;2016000;20.347;829.398;0.539
10.07.2016 00:15;2016900;20.339;828.749;0.539
10.07.2016 00:30;2017800;20.332;828.21;0.538
10.07.2016 00:45;2018700;20.337;828.513;0.539
10.07.2016 01:00;2019600;20.331;828.672;0.539
10.07.2016 01:15;2020500;20.334;829.062;0.539
10.07.2016 01:30;2021400;20.327;829.102;0.539
10.07.2016 01:45;2022300;20.336;828.733;0.539
10.07.2016 02:00;2023200;20.34;829.394;0.539
10.07.2016 02:15;2024100;20.335;830.184;0.54
10.07.2016 02:30;2025000;20.327;831.035;0.54
10.07.2016 02:45;2025900;20.323;830.591;0.54
10.07.2016 03:00;2026800;20.345;828.669;0.539
10.07.2016 03:15;2027700;20.338;829.214;0.539
10.07.2016 03:30;2028600;20.316;829.736;0.539
10.07.2016 03:45;2029500;20.309;829.717;0.539
10.07.2016 04:00;2030400;20.311;829.443;0.539
10.07.2016 04:15;2031300;20.322;828.543;0.539
10.07.2016 04:30;2032200;20.305;828.575;0.539
10.07.2016 04:45;2033100;20.311;828.795;0.539
10.07.2016 05:00;2034000;20.312;828.839;0.539
10.07.2016 05:15;2034900;20.301;829.079;0.539
10.07.2016 05:30;2035800;20.3;829.815;0.539
10.07.2016 05:45;2036700;20.301;829.926;0.539
10.07.2016 06:00;2037600;20.296;829.945;0.539
10.07.2016 06:15;2038500;20.292;830.485;0.54
10.07.2016 06:30;2039400;20.299;830.705;0.54
10.07.2016 06:45;2040300;20.294;831.142;0.54
10.07.2016 07:00;2041200;20.295;830.738;0.54
10.07.2016 07:15;2042100;20.327;830.639;0.54
10.07.2016 07:30;2043000;20.372;831.012;0.54
10.07.2016 07:45;2043900;20.4;830.873;0.54
10.07.2016 08:00;2044800;20.415;833.478;0.542
10.07.2016 08:15;2045700;20.453;833.647;0.542
10.07.2016 08:30;2046600;20.524;833.997;0.542
10.07.2016 08:45;2047500;20.562;834.086;0.542
10.07.2016 09:00;2048400;20.587;833.797;0.542
10.07.2016 09:15;2049300;20.647;834.028;0.542
10.07.2016 09:30;2050200;20.658;835.153;0.543
10.07.2016 09:45;2051100;20.693;835.012;0.543
10.07.2016 10:00;2052000;20.74;834.927;0.543
10.07.2016 10:15;2052900;20.739;834.382;0.542
10.07.2016 10:30;2053800;20.728;834.674;0.543
10.07.2016 10:45;2054700;20.775;834.111;0.542
10.07.2016 11:00;2055600;20.773;835.019;0.543
10.07.2016 11:15;2056500;20.853;836.029;0.543
10.07.2016 11:30;2057400;20.858;834.948;0.543
10.07.2016 11:45;2058300;20.879;835.237;0.543
10.07.2016 12:00;2059200;20.976;834.905;0.543
10.07.2016 12:15;2060100;21.014;832.596;0.541
10.07.2016 12:30;2061000;21.068;832.565;0.541
10.07.2016 12:45;2061900;21.134;833;0.541
10.07.2016 13:00;2062800;21.15;833.485;0.542
10.07.2016 13:15;2063700;21.155;835.663;0.543
10.07.2016 13:30;2064600;21.142;834.341;0.542
10.07.2016 13:45;2065500;21.198;834.106;0.542
10.07.2016 14:00;2066400;21.283;834.103;0.542
10.07.2016 14:15;2067300;21.236;833.717;0.542
10.07.2016 14:30;2068200;21.282;834.435;0.542
10.07.2016 14:45;2069100;21.327;834.253;0.542
10.07.2016 15:00;2070000;21.316;834.121;0.542
10.07.2016 15:15;2070900;21.337;834.386;0.542
10.07.2016 15:30;2071800;21.331;835.261;0.543
10.07.2016 15:45;2072700;21.325;835.426;0.543
10.07.2016 16:00;2073600;21.342;835.443;0.543
10.07.2016 16:15;2074500;21.364;834.623;0.543
10.07.2016 16:30;2075400;21.366;834.5;0.542
10.07.2016 16:45;2076300;21.368;835.698;0.543
10.07.2016 17:00;2077200;21.376;836.224;0.544
10.07.2016 17:15;2078100;21.379;838.549;0.545
10.07.2016 17:30;2079000;21.352;839.116;0.545
10.07.2016 17:45;2079900;21.342;837.821;0.545
10.07.2016 18:00;2080800;21.339;838.207;0.545
10.07.2016 18:15;2081700;21.327;837.911;0.545
10.07.2016 18:30;2082600;21.332;837.657;0.544
10.07.2016 18:45;2083500;21.322;839.137;0.545
10.07.2016 19:00;2084400;21.325;838.739;0.545
10.07.2016 19:15;2085300;21.313;837.409;0.544
10.07.2016 19:30;2086200;21.31;837.093;0.544
10.07.2016 19:45;2087100;21.316;836.838;0.544
10.07.2016 20:00;2088000;21.334;836.87;0.544
10.07.2016 20:15;2088900;21.331;837.057;0.544
10.07.2016 20:30;2089800;21.324;837.369;0.544
10.07.2016 20:45;2090700;21.317;837.683;0.544
10.07.2016 21:00;2091600;21.306;839.388;0.546
10.07.2016 21:15;2092500;21.298;841.513;0.547
10.07.2016 21:30;2093400;21.29;841.871;0.547
10.07.2016 21:45;2094300;21.287;841.769;0.547
10.07.2016 22:00;2095200;21.287;841.529;0.547
10.07.2016 22:15;2096100;21.287;842.273;0.547
10.07.2016 22:30;2097000;21.295;839.744;0.546
10.07.2016 22:45;2097900;21.292;839.626;0.546
10.07.2016 23:00;2098800;21.326;843.69;0.548
10.07.2016 23:15;2099700;21.323;837.11;0.544
10.07.2016 23:30;2100600;21.33;842.603;0.548
10.07.2016 23:45;2101500;21.333;835.021;0.543
11.07.2016 00:00;2102400;21.335;839.595;0.546
11.07.2016 00:15;2103300;21.34;837.898;0.545
11.07.2016 00:30;2104200;21.334;841.113;0.547
11.07.2016 00:45;2105100;21.336;845.954;0.55
11.07.2016 01:00;2106000;21.339;844.811;0.549
11.07.2016 01:15;2106900;21.335;837.598;0.544
11.07.2016 01:30;2107800;21.348;841.804;0.547
11.07.2016 01:45;2108700;21.348;836.858;0.544
11.07.2016 02:00;2109600;21.355;843.997;0.549
11.07.2016 02:15;2110500;21.36;842.246;0.547
11.07.2016 02:30;2111400;21.356;838.088;0.545
11.07.2016 02:45;2112300;21.363;842.661;0.548
11.07.2016 03:00;2113200;21.36;840.208;0.546
11.07.2016 03:15;2114100;21.362;841.465;0.547
11.07.2016 03:30;2115000;21.368;844.334;0.549
